CONCEPTID	CONCEPTSTATUS	FULLYSPECIFIEDNAME	CTV3ID	SNOMEDID	ISPRIMITIVE
118960006	0	Excision from urinary tract (procedure)	XU4lC	P1-70012	1
118961005	0	Introduction to urinary tract (procedure)	XU4lD	P1-70013	0
118964002	0	Integumentary system subdivision (body structure)	XU4lF	T-00005	1
118965001	0	Musculoskeletal system subdivision (body structure)	XU4lG	T-10005	1
118966000	0	Skeletal system subdivision (body structure)	XU4lH	T-11005	1
118969007	0	Respiratory system subdivision (body structure)	XU4lK	T-20005	1
118970008	0	Cardiovascular system subdivision (body structure)	XU4lL	T-30005	1
118971007	0	Digestive system subdivision (body structure)	XU4lN	T-50005	1
118972000	0	Urinary system subdivision (body structure)	XU4lO	T-70005	1
118973005	0	Genitourinary system subdivision (body structure)	XU4lP	T-70205	1
118974004	0	Female genital system subdivision (body structure)	XU4lQ	T-80005	1
118976002	0	Entire subdivision of nervous system (body structure)	XU4lS	T-A0005	1
119181002	0	Skin part (body structure)	XU4pB	T-D0500	1
119186007	0	Bone part (body structure)	XU4pE	T-D0505	1
119190009	0	Femur part (body structure)	XU4pJ	T-D0509	1
119194000	0	Joint part (body structure)	XU4pO	T-D0513	1
119198002	0	Tracheobronchial tree part (body structure)	XU4pS	T-D0517	1
119199005	0	Lung part (body structure)	XU4pT	T-D0518	1
119201007	0	Cardiovascular organ part (body structure)	XU4pX	T-D0520	1
119202000	0	Heart part (body structure)	XU4pY	T-D0521	1
119203005	0	Aorta part (body structure)	XU4pZ	T-D0522	1
119205003	0	Arterial part (body structure)	XU4pb	T-D0524	1
119206002	0	Blood vessel part (body structure)	XU4pc	T-D0525	1
119210004	0	Digestive organ part (body structure)	XU4pf	T-D0529	1
119213002	0	Small intestine part (body structure)	XU4pj	T-D0532	1
119214008	0	Large intestine part (body structure)	XU4pk	T-D0533	1
119221008	0	Bladder part (body structure)	XU4pr	T-D0540	1
119234009	0	Central nervous system part (body structure)	XU4q4	T-D0553	1
119253004	0	Upper aerodigestive tract structure (body structure)	XU4qL	T-20002	1
119262002	0	Ear part (body structure)	XU4qR	T-D0588	1
119270007	0	Management procedure (procedure)	XU4qY	P0-04003	0
119287009	0	Biopsy of large intestine (procedure)	X20Xa	P1-57309	0
119290003	0	Biopsy of gastrointestinal tract (procedure)	XS7VE	P1-505D0	0
119291004	0	Disorder of upper gastrointestinal tract (disorder)	XU4qs	D5-00021	0
119292006	0	Disorder of gastrointestinal tract (disorder)	XU4qt	D5-00011	0
119293001	4	Operation on gastrointestinal tract (procedure)	X20TT	P1-50500	1
119299002	0	Specimen from patient (specimen)	XU4qy	G-8021	0
119330002	0	Bone specimen (specimen)	X7ACP	G-8116	0
119365002	0	Specimen from wound (specimen)	XU4rf	G-81A1	0
119366001	0	Specimen from wound abscess (specimen)	XU4rg	G-81A2	1
119371008	0	Specimen from abscess (specimen)	XU4rm	G-81A8	0
119372001	2	Body fluid specimen (specimen)	XU4rn	G-8200	1
119376003	0	Tissue specimen (specimen)	XU4rt	G-8300	0
119381007	0	Specimen from large intestine (specimen)	XU4rz	G-836A	1
119383005	0	Specimen from liver (specimen)	XU4s1	G-8379	0
119389009	0	Specimen from throat (specimen)	XU4s6	G-8503	0
119402003	2	Specimen from ear (specimen)	XU4sL	G-8517	1
119415007	0	General finding of abdomen (finding)	Xa7VW	F-50801	0
119522002	0	Disorder of small intestine (disorder)	X302i	D5-40001	0
119523007	0	Disorder of large intestine (disorder)	X303c	D5-40002	0
119552005	2	Diagnostic imaging procedure using X-rays (procedure)	XU4ug	P5-00011	1
119567009	0	Structure of artery of head (body structure)	XU4uu	T-45004	1
119568004	0	Structure of artery of neck (body structure)	XU4uv	T-45005	1
119580007	0	Trunk incision (procedure)	XU4v9	P1-120FE	0
119583009	0	Trunk excision (procedure)	XU4vB	P1-12302	0
119585002	0	Trunk implantation (procedure)	XU4vD	P1-12506	0
119595009	0	Trunk destructive procedure (procedure)	XU4vO	P1-12C02	0
119608007	0	Pelvis incision (procedure)	XU4vc	P1-14102	0
119916001	0	Biliary tract excision (procedure)	XU50g	P1-5C306	0
119985005	0	Ureter implantation (procedure)	XU51o	P1-73501	0
119989004	0	Bladder implantation (procedure)	XU51t	P1-74503	0
119993005	0	Urethra implantation (procedure)	XU51y	P1-75501	0
120169006	0	Abdomen implantation (procedure)	XU54j	P1-B6502	0
120200004	0	Pelvis endoscopy (procedure)	XU55G	P1-14701	0
120230007	0	Joint of face (body structure)	XU55n	T-15258	1
120573002	0	Extremity part (body structure)	XU5C7	T-D0631	1
120574008	0	Upper extremity part (body structure)	XU5C8	T-D0632	1
120575009	0	Lower extremity part (body structure)	XU5CA	T-D0633	1
120609008	0	Destruction of lesion (procedure)	XU5Co	P1-0C001	0
122461007	0	Evacuation procedure (procedure)	XaG0l	P1-01012	0
122462000	0	Drainage procedure (procedure)	XU5jc	P1-01013	0
122489005	0	Urinary system structure (body structure)	XU93B	T-70001	1
122490001	0	Lymphoid system structure (body structure)	XU5k1	T-C0102	1
122503006	2	Evaluation (procedure)	XU5kD	P0-00080	1
122544007	5	Observation procedure (procedure)	XU5kw	P0-04000	1
122549002	4	Injury (disorder)	XA001	DD-00001	1
122580007	0	Cerumen specimen (specimen)	XU5lQ	G-8141	0
122643008	0	Tissue specimen from large intestine (specimen)	XaBm5	G-8365	1
122860000	0	Intra-abdominal artery (body structure)	XU5qT	T-46390	1
122865005	0	Gastrointestinal tract structure (body structure)	X754l	T-50101	1
122945004	0	Procedure on skeletal system (procedure)	XU5rz	P0-05004	0
123005000	0	Part of (attribute)	XU5t1	G-C00B	1
123007008	4	Menstruation finding (finding)	Xa4dp	F-84004	1
123014005	0	Excision of pelvis (procedure)	XU5t8	P1-142FF	0
123037004	0	Body structure (body structure)	XU5tN	T-D000A	1
123038009	0	Specimen (specimen)	XU5tO	G-8000	1
123397009	0	Injury of anatomical site (disorder)	XU5uF	DD-000F7	0
123631004	0	Diffuse acute inflammation (morphologic abnormality)	XU5y9	M-41007	1
123636009	0	Silk suture, device (physical object)	X79m3	A-13511	1
123735002	0	Fracture with displacement (morphologic abnormality)	XU61z	M-12002	1
123737005	0	Fracture, closed, comminuted, with displacement (morphologic abnormality)	XU622	M-12192	1
123738000	0	Fracture, open, comminuted, with displacement (morphologic abnormality)	XU623	M-12292	1
123799005	0	Renovascular hypertension (disorder)	Xa0kX	D3-02205	1
123850002	0	Head part (body structure)	XU63k	T-D0661	1
123852005	0	Region of head (body structure)	XU63m	T-D0663	1
123946008	0	Disorder by body site (disorder)	XU65U	DF-00800	0
123955006	0	Thigh part (body structure)	XU65a	T-D0667	1
123960005	0	Entire subregion of trunk (body structure)	XU65f	T-D0672	1
123961009	0	Back region (body structure)	XU65g	T-D0673	1
125171008	0	Anterior dislocation (morphologic abnormality)	XU6PL	M-13001	1
125194009	0	Wound, closed (morphologic abnormality)	XU6Pj	M-14009	1
125308006	0	Non-pitting edema (morphologic abnormality)	XU6Rk	M-36308	1
125565008	0	Interstitial fibrosis (morphologic abnormality)	XU6WN	M-78274	1
125592002	0	Injury of integument (disorder)	Xa14u	DD-0010D	0
125594001	0	Injury of shoulder region (disorder)	XA008	DD-00301	0
125600009	0	Injury of hip region (disorder)	XA00N	DD-00520	0
125605004	0	Fracture of bone (disorder)	XA0FK	DD-10001	0
125610000	0	Joint injury (disorder)	X701G	DD-14000	0
125615005	0	Traumatic dislocation of shoulder region (disorder)	XA0Cw	DD-14508	0
125643001	0	Open wound (disorder)	Xa2N3	DD-30001	0
125645008	0	Open wound of shoulder region (disorder)	S9000	DD-33101	0
125673005	0	Traumatic dislocation (morphologic abnormality)	XU6X6	M-13008	1
125676002	0	Person (person)	XU6XB	S-00002	1
125677006	0	Relative (person)	X78xe	S-10003	1
126090008	0	Pregnanes (substance)	XU6eN	C-37195	1
126134000	0	Epinephrine bitartrate (substance)	XU6f7	C-68063	1
126537000	0	Neoplasm of bone (disorder)	XU6lx	D1-F010F	0
126598008	0	Neoplasm of connective tissues (disorder)	XU6n1	D1-F200D	0
126600002	4	Neoplasm of soft tissue (disorder)	Xa0Pj	D1-F200F	1
126767009	4	Inflammatory disorder of intestine (disorder)	XU6pJ	D5-41701	1
127035006	0	Bone marrow disorder (disorder)	XU6sJ	DC-00100	0
127068004	0	Histiocytic syndrome (disorder)	X20E5	DC-46100	0
127070008	0	Malignant histiocytic disorder (disorder)	XU6sp	DC-46120	0
127072000	2	Allergic disorder (disorder)	Xa1pQ	DC-57000	1
127221002	2	Hematologic malignancy (disorder)	XU6vN	DC-F000A	1
127278005	0	Injury of upper extremity (disorder)	XA009	DD-00303	0
127279002	0	Injury of lower extremity (disorder)	XA00M	DD-00508	0
127321000	0	Acute digestive system disorder (disorder)	XU6wl	DE-000E9	0
127331007	0	Neoplasm by body site (disorder)	XU6wu	DF-000D8	0
127452003	4	Past medical history of (contextual qualifier) (context-dependent category)	14...	G-0011	1
127465007	0	Specimen from gastrointestinal tract (specimen)	XU6z3	G-834E	0
127466008	0	Tissue specimen from gastrointestinal tract (specimen)	XaBlb	G-834F	1
127489000	0	Has active ingredient (attribute)	XU6zK	G-C52F	1
127535004	0	Staphylococcus, coagulase positive (organism)	XU702	L-24854	1
127583001	0	Procedure on peritoneal sac (procedure)	XU70o	P0-0503A	0
127777001	0	Provider-specific procedure (procedure)	XU71S	P2-00005	1
127789004	0	Laboratory procedure categorized by method (procedure)	XU71X	P3-00002	1
127856007	0	Skin AND subcutaneous tissue structure (body structure)	XU71x	T-03001	1
127862002	0	Joint structure of pelvis (body structure)	Xa4CG	T-15675	1
127865000	0	Entire blood vessel of head (body structure)	XU725	T-40501	1
127868003	0	Upper digestive tract structure (body structure)	XU727	T-50102	1
127882003	0	Female genital organ structure (body structure)	XU72N	T-80001	1
127903009	0	Male genital organ structure (body structure)	XU72k	T-90001	1
127946007	0	Entire subregion of abdomen (body structure)	XU73U	T-D0675	1
127947003	0	Structure of body surface region (body structure)	XU73V	T-D0676	1
127948008	0	Region of upper extremity (body structure)	XU73W	T-D0677	1
127951001	0	Region of lower extremity (body structure)	XU73Z	T-D0680	1
128052008	0	Vascular disease of abdomen (disorder)	XU75M	D3-80003	0
128089006	0	Hematologic disorder in newborn (navigational concept)	XU75x	DC-61091	1
128121009	0	Disorder of trunk (disorder)	XU76M	DF-000E5	0
128122002	4	Perinatal disorder (disorder)	XU76N	DF-000E8	1
128135006	0	Disorder of thigh (disorder)	XU76Z	DF-0082A	0
128136007	0	Disorder of knee (disorder)	XU76b	DF-0082B	0
128137003	0	Disorder of lower leg (disorder)	XU76c	DF-0082C	0
128139000	0	Inflammatory disorder (disorder)	XU76e	DF-00A00	0
128168004	0	Tissue specimen from liver (specimen)	XaBlg	G-852A	1
128172000	0	Tissue specimen from throat (specimen)	XU76z	G-8531	1
128180007	0	Pelvic appendix (body structure)	XU778	T-59261	1
128237006	0	Chronic disease of musculoskeletal system (disorder)	XU77m	D1-00002	0
128259008	0	Artery of mediastinum (body structure)	XU787	T-46003	1
128262006	0	Upper body structure (body structure)	XU78B	T-D0018	1
128263001	0	Lower body structure (body structure)	XU78C	T-D0019	1
128268005	0	Arthropathy of pelvis (disorder)	XU78G	D1-20A00	0
128272009	0	Disorder of lower respiratory system (disorder)	XU78L	D2-00012	0
128303001	0	Surgical removal (procedure)	X79wv	P1-0300A	0
128311006	0	Procedure on serous sac (procedure)	XU78v	P0-05273	0
128313009	0	Procedure on male genital organ (procedure)	XU78x	P0-0521A	0
128315002	0	Closed fracture-dislocation (morphologic abnormality)	XU78y	M-12671	1
128316001	0	Open fracture-dislocation (morphologic abnormality)	XU78z	M-12672	1
128317005	2	Surgical implantation (procedure)	XU790	P1-05502	1
128333008	0	Diarrheal disorder (disorder)	XU79D	D5-41655	0
128394004	0	Removal of foreign body from digestive system (procedure)	XU7A7	P1-54320	0
128395003	0	Removal of foreign body from genitourinary system (procedure)	XU7A8	P1-72300	0
128411005	0	Removal of device from genitourinary system (procedure)	XU7AM	P1-73575	0
128427003	4	Cardiac structure (body structure)	Xa061	T-3200B	1
128464009	0	Neoplasm of articular cartilage (disorder)	XU7B9	D1-F001F	0
128480004	0	Acute disease of hematopoietic system (navigational concept)	XU7BO	DC-00025	1
128482007	0	Acute inflammatory disease (disorder)	XU7BR	DF-00A09	0
128520003	0	Segmental bronchus structure (body structure)	XU7Bx	T-26070	1
128530007	0	Entire bony skeleton (body structure)	XU7C6	T-11002	1
128538000	0	Removal of device (procedure)	XU7CD	P1-03021	0
128598002	0	Disorder of integument (disorder)	XU7DE	D0-00099	0
128599005	0	Structural disorder of heart (disorder)	XU7DF	D3-11001	0
128601007	0	Infectious disease of lung (disorder)	XU7DJ	D2-50099	0
128605003	0	Disorder of extremity (disorder)	XU7DN	DF-00829	0
128606002	0	Disorder of the urinary system (disorder)	X30Hb	D7-00099	0
128622001	0	Histiocytic neoplasm (morphologic abnormality)	XU7DX	M-975FF	1
128927009	0	Procedure by method (procedure)	XU7IQ	P0-00999	0
128931003	0	Leukemia - category (morphologic abnormality)	XU7IV	M-980FF	1
128932005	0	Acute leukemia - category (morphologic abnormality)	XU7IW	M-980FA	1
128934006	0	Myeloid leukemia - category (morphologic abnormality)	XU7IY	M-980FC	1
128940004	0	Parasitic infection of lung (disorder)	XU7Id	D2-5009A	0
128942007	0	Disease due to flagellate protozoan (disorder)	XU7If	DE-55B00	0
128945009	0	Infection due to Enterobacteriaceae (disorder)	XU7Ii	DE-1911A	0
128989009	0	Incision and drainage of trunk (procedure)	XU7JR	P1-01096	0
128992008	0	Surgical removal of foreign body (procedure)	XU7JU	P1-03099	0
128997002	0	Inflammatory disorder of lower respiratory tract (disorder)	XU7JZ	DF-00A98	0
128999004	0	Inflammatory disorder of digestive tract (disorder)	XU7Jb	DF-00A95	0
129002005	0	Bathing (observable entity)	XU7Jd	F-02010	1
129003000	0	Dressing (observable entity)	XU7Je	F-02030	1
129004006	0	Toileting (observable entity)	XU7Jf	F-02050	1
129025006	0	Activity of daily living (observable entity)	Xa39q	F-02000	1
129125009	0	Procedure with explicit context (situation)	XU7LW	P0-09999	0
129154003	0	Hematologic neoplasm (disorder)	XU7Lw	DC-F000F	0
129155002	0	Closed traumatic dislocation (morphologic abnormality)	XU7Ly	M-13009	1
129156001	0	Traumatic dislocation of joint (disorder)	XU7Lz	D1-22345	0
129233004	0	Procedure on bone (organ) (procedure)	XU7N3	P0-0506A	0
129236007	0	Open approach - access (qualifier value)	X78wO	G-D057	1
129238008	0	Endoscopic approach - access (qualifier value)	X80zt	G-D059	1
129264002	0	Action (qualifier value)	XM0Zw	P0-02000	1
129265001	0	Evaluation - action (qualifier value)	XU7NV	P0-02001	1
129268004	0	Observation - action (qualifier value)	XU7NY	P0-02004	1
129271007	0	Management - action (qualifier value)	XU7Nc	P0-02007	1
129282004	4	Education - action (qualifier value)	XU7Np	P0-02023	1
129283009	0	Training - action (qualifier value)	XU7Nq	P0-02024	1
129284003	0	Surgical action (qualifier value)	Xa1om	P0-02025	1
129285002	0	Diagnostic surgical action (qualifier value)	XU7Nr	P0-02026	1
129287005	0	Incision - action (qualifier value)	Xa2Wi	P0-02029	1
129289008	0	Drainage - action (qualifier value)	X79v2	P0-02031	1
129290004	4	Incision and drainage - action (qualifier value)	XU7Nu	P0-02032	1
129292007	0	Evacuation - action (qualifier value)	X79v9	P0-02034	1
129298006	0	Division - action (qualifier value)	X79uz	P0-02040	1
129300006	0	Puncture - action (qualifier value)	X79wj	P0-02042	1
129302003	0	Centesis - action (qualifier value)	XU7O4	P0-02044	1
129303008	0	Removal - action (qualifier value)	X79wu	P0-02045	1
129304002	0	Excision - action (qualifier value)	X793K	P0-02046	1
129306000	0	Surgical removal - action (qualifier value)	XU7O5	P0-02048	1
129314006	0	Biopsy - action (qualifier value)	X90PX	P0-02056	1
129316008	0	Aspiration - action (qualifier value)	X79u0	P0-02058	1
129325002	0	Introduction - action (qualifier value)	Xa8HJ	P0-02067	1
129336009	5	Implantation - action (qualifier value)	X79w0	P0-02079	1
129337000	0	Reimplantation - action (qualifier value)	Xa28I	P0-02080	1
129338005	5	Surgical implantation - action (qualifier value)	XU7OP	P0-02081	1
129339002	0	Intubation - action (qualifier value)	X79pn	P0-02082	1
129341001	5	Endoscopic inspection - action (qualifier value)	XU7OR	P0-02084	1
129382001	0	Destruction - action (qualifier value)	X79ug	P0-02128	1
129415008	0	Extraction - action (qualifier value)	X79vI	P0-02164	1
129428001	0	Preventive - procedure intent (qualifier value)	XU7PK	P0-02179	1
129431000	0	History taking - action (qualifier value)	XU7PN	P0-02182	1
129432007	5	Physical examination - action (qualifier value)	XaE56	P0-02183	1
129433002	0	Inspection - action (qualifier value)	X79wC	P0-02184	1
129441002	0	Counseling - action (qualifier value)	XU7PS	P0-02194	1
129445006	0	Administration - action (qualifier value)	XU7PV	P0-02198	1
129448008	0	Physical assessment - action (qualifier value)	XU7PY	P0-02201	1
133931009	0	Infant (person)	XUQGg	S-10069	1
133933007	0	Newborn (person)	XUQGi	S-10071	1
133936004	0	Adult (person)	X78yc	S-11296	1
134380003	6	Asthma Accident and Emergency attendance since last visit (regime/therapy)	XaIIW	P0-00488	1
135394005	0	Antiallergenic drugs (product)	x01Dm	C-51059	1
138875005	0	SNOMED CT Concept (SNOMED RT+CTV3)	XU05D	R-00000	1
147839009	2	Hypertension treatm. started	.662F	R-F61A0	1
147849007	2	Hypertension monitoring	.662P	R-F61AA	1
149016008	0	MAY BE A (attribute)	XU0Mj	G-C033	1
155574008	2	Asthma	.H43.	R-F5FAC	1
155732000	2	Acute appendicitis NOS	.I313	R-F6109	1
158705009	2	[D]Blood pressure raised, hypertension not diagnosed	.RG20	R-F2905	1
159483005	0	Clerical occupation (occupation)	07...	J-0025E	1
159561009	0	Receptionist (occupation)	079..	J-0029B	1
159562002	0	Health services receptionist (occupation)	0792.	J-0029C	1
159579008	0	Office machine operator (occupation)	07D..	J-002A6	1
160237006	0	History/symptoms (navigational concept)	1....	R-20862	1
160357008	0	Family history: Hypertension (situation)	12C1.	G-01CC	0
160377001	0	Family history: Asthma (situation)	XUPnb	G-01D0	0
160476009	0	Social / personal history observable (observable entity)	13...	F-02455	1
161501007	0	History of - hypertension (situation)	14A2.	G-0269	0
161523006	0	History of - respiratory disease (situation)	14B..	G-0274	0
161527007	0	History of - asthma (situation)	14B4.	G-0277	0
