DESCRIPTIONID	DESCRIPTIONSTATUS	CONCEPTID	TERM	INITIALCAPITALSTATUS	DESCRIPTIONTYPE	LANGUAGECODE
187603018	0	116159008	Upper aerodigestive tract cytologic material	0	1	en
187904010	1	17322007	Disease caused by parasite, NOS	0	2	en
187905011	1	17322007	Parasitic infectious disease, NOS	0	2	en
187915017	1	64572001	Disease, NOS	0	2	en
187916016	1	64572001	Disease or syndrome present, NOS	0	2	en
187917013	1	64572001	Clinical disease or syndrome present, NOS	0	2	en
187918015	1	64572001	Clinical disease or syndrome, NOS	0	2	en
188551015	0	118956008	Morphologic change	0	2	en
188552010	0	118956008	Morphologic alteration	0	2	en
188581011	1	112638000	Displacement, NOS	0	2	en
188591017	1	4532008	Acute inflammation, NOS	0	2	en
188592012	1	4532008	Acute inflammatory reaction, NOS	0	2	en
188593019	1	4532008	Acute inflammatory cell infiltration, NOS	0	2	en
188594013	1	4532008	Acute inflammatory infiltration, NOS	0	2	en
188595014	0	116208002	Wound abscess	0	2	en
188628011	1	65801008	Excision, NOS	0	2	en
188629015	1	65801008	Resection, NOS	0	2	en
188630013	1	65801008	Incision and removal, NOS	0	2	en
188636019	1	112698002	Operation on joint, NOS	0	2	en
188872011	1	113192009	Skeletal system, NOS	0	2	en
188873018	1	113192009	Skeleton as a whole	0	2	en
188876014	1	113192009	Skeleton, NOS	0	2	en
188904012	1	113257007	Cardiovascular system, NOS	0	2	en
188908010	1	118633002	Thoracic artery	0	2	en
188913014	1	113276009	Intestinal tract, NOS	0	2	en
188914015	1	113276009	Intestines, NOS	0	2	en
188944017	0	119221008	Urinary bladder part	0	2	en
189056010	0	123037004	Body structure	0	1	en
189066019	1	111064005	Sulfur compound, NOS	0	2	en
189200016	1	111273006	Acute respiratory disease, NOS	0	2	en
189471015	1	111438007	Hypertension secondary to renal disease in obstetric context, NOS	0	2	en
189816012	0	123397009	Injury of anatomical site	0	1	en
189937015	0	17322007	Parasitic infectious disease	0	2	en
189938013	0	17322007	Parasitic infection	0	2	en
189939017	0	17322007	Parasite infestation	0	2	en
189940015	0	17322007	Parasitic disease	0	2	en
189941016	0	17322007	Parasitism	0	2	en
189942011	0	17322007	Infestation	0	2	en
189943018	0	17322007	Parasitosis	0	2	en
189944012	1	17322007	Parasitic infection, NOS	0	2	en
189945013	1	17322007	Parasite infestation, NOS	0	2	en
189946014	1	17322007	Parasitic disease, NOS	0	2	en
189947017	1	17322007	Parasitism, NOS	0	2	en
189948010	1	17322007	Infestation, NOS	0	2	en
189949019	1	17322007	Parasitosis, NOS	0	2	en
189966017	0	64572001	Clinical disease AND/OR syndrome	0	2	en
189970013	0	64572001	Disorder	0	2	en
189971012	0	64572001	Syndrome	0	2	en
189972017	1	64572001	Disorder, NOS	0	2	en
189973010	1	64572001	Syndrome, NOS	0	2	en
189974016	0	64572001	Disease AND/OR syndrome present	0	2	en
189975015	0	64572001	Clinical disease AND/OR syndrome present	0	2	en
190368016	1	112638000	Deviation, NOS	0	2	en
190369012	0	112638000	Deviation	0	2	en
190384015	0	4532008	Acute inflammatory cell infiltration	0	2	en
190385019	0	4532008	Acute inflammatory infiltration	0	2	en
190386018	0	4532008	Neutrophilic infiltration	0	2	en
190387010	0	4532008	Polymorphonuclear leukocyte infiltration	0	2	en-US
190388017	0	4532008	Active inflammation	0	2	en
190389013	1	4532008	Polymorphonuclear leucocyte infiltration, NOS	0	2	en
190390016	1	4532008	Neutrophilic infiltration, NOS	0	2	en
190391017	1	4532008	Polymorphonuclear leukocyte infiltration, NOS	0	2	en
190392012	1	4532008	Active inflammation, NOS	0	2	en
190393019	0	4532008	Acute inflammatory reaction	0	2	en
190432010	0	65801008	Incision and removal	0	2	en
190435012	0	65801008	Abscission	0	2	en
190437016	1	65801008	Extirpation, NOS	0	2	en
190438014	1	65801008	Ablation, NOS	0	2	en
190439018	1	65801008	Abscission, NOS	0	2	en
190440016	1	65801008	Removal, NOS	0	2	en
190441017	0	65801008	Resection	0	2	en
190449015	1	112697007	Operation on musculoskeletal system, NOS	0	2	en
190450015	1	112698002	Operation on joint structures, NOS	0	2	en
190451016	0	112698002	Operation on joint structures	0	2	en
190683016	1	113192009	Bone, NOS	0	2	en
190684010	1	113192009	Skeletal bones, NOS	0	2	en
190685011	1	113192009	Bones, NOS	0	2	en
190686012	0	113192009	Skeleton	0	2	en
190704019	1	113254000	Interstitial tissue of lung, NOS	0	2	en
190705018	1	113257007	Circulatory system, NOS	0	2	en
190706017	0	113257007	Circulatory system	0	2	en
190707014	1	113262008	Thoracic aorta, NOS	0	2	en
190710019	1	113276009	Bowel, NOS	0	2	en
190711015	0	113276009	Intestines	0	2	en
190712010	0	113276009	Bowel	0	2	en
190730015	1	113343008	Body organ, NOS	0	2	en
190735013	1	113345001	Abdomen, NOS	0	2	en
190895018	0	123038009	Specimen	0	1	en
192120013	0	123631004	Diffuse acute inflammation	0	1	en
192125015	0	123636009	Silk suture	0	1	en
192224011	0	123735002	Fracture with displacement	0	1	en
192226013	0	123737005	Fracture, closed, comminuted, with displacement	0	1	en
192227016	0	123738000	Fracture, open, comminuted, with displacement	0	1	en
192288012	0	123799005	Renovascular hypertension	0	1	en
192339010	0	123850002	Head part	0	1	en
192341011	0	123852005	Region of head	0	1	en
192435015	1	123946008	Disease by body site	0	2	en
192444019	0	123955006	Thigh part	0	1	en
193661016	0	125171008	Anterior dislocation	0	1	en
193684011	0	125194009	Wound, closed	0	1	en
193798014	0	125308006	Non-pitting edema	0	1	en-US
194082018	0	125594001	Injury of shoulder region	0	1	en
194088019	0	125600009	Injury of hip region	0	1	en
194093016	0	125605004	Fracture of bone	0	1	en
194098013	0	125610000	Joint injury	0	1	en
194103010	0	125615005	Dislocation of shoulder region	0	1	en
194131018	0	125643001	Open wound (disorder)	0	3	en
194133015	0	125645008	Open wound of shoulder region	0	1	en
194161014	0	125673005	Traumatic dislocation	0	1	en
194164018	0	125676002	Person	0	1	en
194165017	0	125677006	Relative	0	1	en
194683012	0	128089006	Hematologic disorder in newborn	0	1	en-US
194715016	1	128121009	Disease of trunk	0	2	en
194729015	1	128135006	Disease of thigh	0	2	en
194730013	1	128136007	Disease of knee	0	2	en
194731012	1	128137003	Disease of lower leg	0	2	en
194733010	0	128139000	Inflammatory disorder	0	1	en
194762011	0	128168004	Tissue specimen from liver	0	1	en
194766014	0	128172000	Tissue specimen from throat	0	1	en
194774010	0	128180007	Pelvic appendix	0	1	en
194775011	0	128181006	Genital organ	0	2	en
194822015	0	3711007	Great vessel	0	2	en
194969012	0	5880005	Physical examination procedure	0	1	en
195073019	0	7523003	Injury of thigh	0	1	en
195122013	0	8279000	Pelvic viscus	0	2	en
195378016	0	11527006	Arterial system	0	2	en
195490015	0	12921003	Pelvic region	0	2	en
195580014	0	13975002	Open dislocation of glenohumeral joint	0	1	en
195646019	0	14766002	Aspiration	0	1	en
195842019	0	17788007	Acute non-lymphocytic leukemia	0	2	en-US
195961016	0	19130008	Traumatic abnormality	0	1	en
195966014	0	19203006	Abdominal viscus	0	2	en
196227019	0	22911007	Closed dislocation of shoulder region	0	1	en
196235016	0	22943007	Torso	0	2	en
196344018	0	24136001	Hip	0	2	en
196345017	0	24136001	Coxofemoral joint	0	2	en
196353013	0	24184005	Elevated blood pressure	0	2	en
196354019	0	24184005	Finding of increased blood pressure	0	1	en
196627013	0	27832009	Thoracic viscus	0	2	en
196758019	0	29836001	Hip region	0	2	en
196768012	0	30021000	Lower leg	0	2	en
196836010	0	31156008	Left half of body	0	2	en
196851018	0	31398001	Joint of shoulder region	0	2	en
196852013	0	31435000	Salpinx uterina	1	2	en
196950016	0	32696007	Right lower leg	0	2	en
197213015	0	36456004	Mental state finding	0	1	en
197466015	0	39499005	Artery of thorax AND/OR abdomen	0	2	en
197649013	0	42586008	Large vessel	0	2	en
197905014	0	45835000	Destructive procedure of pelvic region	0	1	en
197941014	0	46242002	Secreted substance	0	2	en
198086012	0	47990007	Head and neck artery	0	2	en
198087015	0	47990007	Artery of head and neck	0	2	en
198088013	0	47990007	Artery of head, neck AND/OR brain	0	2	en
198095016	0	48077000	Mandibular region	0	2	en
198096015	0	48077000	Lower jaw region	0	2	en
198139011	0	48566001	Bone of limb	0	2	en
198140013	0	48566001	Bone of extremity	0	2	en
198170015	0	48979004	Left lower leg	0	2	en
198199013	0	49596003	Digestive organ	0	2	en
198205018	0	49755003	Lesion	0	2	en
198229013	0	50043002	Respiratory disease	0	2	en
198699014	0	56873002	Breast bone	0	2	en
198958018	0	60413009	Thoracic cage	0	2	en
199306011	0	661005	Jaw region	0	2	en
199324013	0	928000	Disorder of musculoskeletal system	0	1	en
199325014	1	928000	Disease of musculoskeletal system	0	2	en
199494017	0	2919008	Nausea, vomiting and diarrhoea	0	1	en-GB
199515017	0	64597002	Ablation	0	2	en
199540012	0	64856004	Gastrointestinal fluid	0	2	en
199541011	0	64856004	Digestive system fluid	0	1	en
199973013	0	65801008	ectomy	1	2	en
199974019	0	65801008	Excision procedure	0	2	en
200041013	0	68930004	Deep temporal artery	0	2	en
200676014	0	77622001	RNA tumour virus group	1	2	en-GB
200817011	1	79787007	Disease of lower gastrointestinal tract	0	2	en
200974010	0	81922002	Rectum and sigmoid colon	0	2	en
201199018	0	85232009	Left-sided heart failure	0	2	en
201206014	0	85421007	Right half of body	0	2	en
201220019	0	85537004	Shoulder joint	0	2	en
201221015	0	85537004	Glenohumeral joint	0	2	en
201256016	0	86049000	Unclassified tumour, malignant	0	2	en-GB
201257013	0	86049000	Malignant neoplasm	0	2	en
201547011	0	90708001	Disease of kidney	0	2	en
201549014	0	90780006	Individual bone	0	2	en
201550014	0	90780006	Bone (organ)	0	2	en
201609012	0	91854005	Acute leukaemia in remission	0	1	en-GB
201610019	0	91855006	Acute leukaemia	0	1	en-GB
201612010	0	91861009	Acute myeloid leukaemia	0	2	en-GB
201731011	0	94716000	Myeloid leukaemia in remission	0	1	en-GB
201790014	0	95896000	Protozoan infection	0	1	en
202173011	0	105981003	Disorder of cardiac function	0	1	en
202234017	0	106104001	Female reproductive finding	0	1	en
202291010	0	107647005	Weight finding	0	1	en
202360019	0	107733003	Introduction	0	1	en
202581015	0	108021004	Operative procedure on male genitourinary system	0	1	en
202971014	0	118292001	Removal	0	1	en
203066013	0	118672003	Cardiovascular procedure	0	2	en
203166011	0	123014005	Pelvis excision	0	2	en
203397017	0	125194009	Wound, sutured	0	2	en
203403011	0	125308006	Non-pitting oedema	0	1	en-GB
205210016	0	127948008	Region of upper extremity	0	1	en
205211017	0	127951001	Region of lower extremity	0	1	en
206367019	0	128139000	Inflammatory disease	0	2	en
206490011	0	128237006	Chronic musculoskeletal disorder	0	2	en
206491010	0	128237006	Chronic musculoskeletal disease	0	2	en
206492015	0	128237006	Chronic disease of the musculoskeletal system	0	2	en
206493013	0	128237006	Chronic disease of musculoskeletal system	0	1	en
206524011	0	128259008	Artery of mediastinum	0	1	en
206527016	0	128262006	Upper body	0	2	en
206528014	0	128263001	Lower body	0	2	en
206533013	0	128268005	Arthropathy of pelvis	0	1	en
206537014	1	128272009	Disease of lower respiratory system	0	2	en
206587019	0	128303001	Surgical removal	0	1	en
206598018	0	128313009	Procedure on male genital organ	0	1	en
206602016	8	128316001	Open fracture-dislocation	0	1	en
206622017	0	128333008	Diarrheal disease	0	2	en-US
206694011	0	128395003	Removal of foreign body from genitourinary system	0	1	en
206710014	0	128411005	Removal of device from genitourinary system	0	1	en
206823013	0	128482007	Acute inflammatory disorder	0	2	en
206824019	0	128482007	Acute inflammatory disease	0	1	en
206874017	0	128520003	Segmental bronchus	0	2	en
206887011	0	128530007	Bony skeleton	0	2	en
206888018	0	128530007	Skeletal bones	0	2	en
206889014	0	128530007	Pars ossea systematis skeletalis	0	2	en
206890017	0	128530007	Osseous part of the skeletal system	0	2	en
206891018	0	128530007	Bones	0	2	en
206892013	0	128530007	Bone	0	2	en
206893015	0	128530007	Bone (system)	0	2	en
206904017	0	128538000	Removal of device	0	1	en
206979014	0	128601007	Pulmonary infection	0	2	en
206980012	0	128601007	Lung infection	0	2	en
206981011	0	128601007	Infectious disease of lung	0	1	en
206985019	1	128605003	Disease of extremity	0	2	en
206986018	0	128606002	Disorder of the urinary system	0	1	en
207010014	0	128622001	Histiocytic neoplasm (morphology)	0	1	en
207610013	0	128927009	Procedure by method	0	1	en
207615015	0	128931003	Leukemia (category)	0	1	en-US
207616019	0	128932005	Acute leukemia (category)	0	1	en-US
207618018	0	128934006	Myeloid leukemia (category)	0	1	en-US
207625013	0	128940004	Parasitic infection of lung	0	1	en
207628010	0	128942007	Disease due to flagellate protozoan	0	1	en
207631011	0	128945009	Infection due Enterobacteriaceae	0	2	en
207688013	0	128992008	Operative removal of foreign body	0	2	en
207689017	0	128992008	Surgical removal of foreign body	0	1	en
207695016	0	128997002	Inflammatory disorder of lower respiratory tract	0	1	en
207697012	0	128999004	Inflammatory disorder of digestive tract	0	1	en
207702015	0	129002005	Bathing	0	1	en
207703013	0	129003000	Dressing	0	1	en
207727010	0	129025006	ADL	1	2	en
207728017	0	129025006	Activity of daily living	0	1	en
207836015	0	129125009	Context-dependent procedure	0	2	en
207872010	0	129154003	Hematologic neoplasm	0	1	en-US
207873017	0	129155002	Closed traumatic dislocation	0	1	en
207874011	0	129156001	Traumatic dislocation of joint	0	1	en
207966011	0	129236007	Open approach	0	1	en
208000019	0	129264002	Action	0	1	en
208001015	0	129265001	Evaluation - action	0	1	en
208007016	0	129271007	Management - action	0	1	en
208018016	8	129282004	Education - action	0	1	en
208020018	0	129284003	Surgical action	0	1	en
208021019	8	129285002	Diagnostic surgical action	0	1	en
208023016	0	129287005	Incision - action	0	1	en
208025011	0	129289008	Drainage - action	0	1	en
208028013	0	129292007	Evacuation - action	0	1	en
208036016	0	129300006	Puncture - action	0	1	en
208038015	8	129302003	Centesis - action	0	1	en
208039011	0	129303008	Removal - action	0	1	en
208040013	0	129304002	Excision - action	0	1	en
208042017	0	129306000	Surgical removal - action	0	1	en
208050014	0	129314006	Biopsy - action	0	1	en
208052018	0	129316008	Aspiration - action	0	1	en
208061018	0	129325002	Introduction - action	0	1	en
208118019	0	129382001	Destruction - action	0	1	en
208151011	0	129415008	Extraction - action	0	1	en
208164012	0	129428001	Preventive action	0	2	en
208181015	0	129445006	Administration - action	0	1	en
210640015	0	130998004	Protein hormone	0	1	en
213671011	0	133931009	Infant	0	1	en
213672016	0	133931009	Baby	0	2	en
213674015	0	133933007	Newborn	0	1	en
213675019	0	133933007	Neonate	0	2	en
213679013	0	133936004	Adult	0	1	en
215454015	1	112902005	Partial cystectomy, simple	0	2	en
216186011	1	134380003	Asthma accident and emergency attendance since last visit	0	2	en
216479010	0	135394005	Antiallergenic drugs	0	1	en
219580010	0	10024003	Structure of base of lung	0	1	en
220306011	1	138875005	SNOMED CT First Release: 20020131 [R]	1	2	en
220307019	1	138875005	©2002 College of American Pathologists	0	2	en
220308012	0	138875005	SNOMED CT has been created by combining SNOMED RT and a computer-based nomenclature and classification known as Read Codes Version 3, which was created on behalf of the U.K. Department of Health and is a Crown copyright.	1	2	en
220309016	0	138875005	SNOMED CT Concept	1	1	en
223233011	0	10052007	Male structure	0	1	en
231579018	8	147839009	Hypertension treatm. started	0	1	en
231589019	8	147849007	Hypertension monitoring	0	1	en
233032015	0	149016008	MAY BE A	1	1	en
242302014	6	155552002	Pneumonia NOS	0	1	en
242308013	6	155558003	Pneumonia NOS	0	1	en
242317013	6	155564005	Pneumonia or influenza NOS	0	1	en
242335016	8	155574008	Asthma	0	1	en
242668018	6	155732000	Acute appendicitis NOS	0	1	en
243351016	0	10200004	Liver structure	0	1	en
243473012	6	156112000	Hypertension of pregnancy NOS	0	1	en
247365015	8	158705009	[D]Blood pressure raised, hypertension not diagnosed	1	1	en
247949011	0	159083000	WAS A	1	1	en
248505019	1	159483005	Clerical occupations	0	2	en
248604012	0	159561009	Receptionist	0	1	en
248605013	0	159562002	Health services receptionist	1	1	en
248630011	0	159579008	Office machine operator	0	1	en
249676015	0	160237006	History/symptoms	0	1	en
249942014	0	160357008	Family history of hypertension	0	2	en
249943016	0	160357008	FH: Hypertension	1	1	en
249995012	0	160377001	FH: Asthma	1	1	en
251633014	0	102572006	Oedema of lower extremity	0	1	en-GB
251658016	0	102574007	Oedema of leg	0	1	en-GB
251674014	0	161501007	H/O: hypertension	1	1	en
251710019	0	161523006	H/O: respiratory disease	1	1	en
251716013	0	161527007	H/O: asthma	1	1	en
252600018	0	162057007	Nausea present	0	1	en
253225013	0	162388002	Has a sore throat	0	1	en
253237010	0	162397003	Throat pain	0	2	en
253238017	0	162397003	Throat discomfort	0	2	en
253239013	0	162397003	Pain in the pharynx	0	2	en
253240010	0	162397003	Pain in throat	0	1	en
253532015	0	162659009	Hypertension resolved	0	1	en
253710014	0	162781005	O/E - ankle oedema	1	2	en-GB
253711013	0	162781005	O/E - edema of ankles	1	1	en-US
253712018	0	162781005	O/E - oedema of ankles	1	1	en-GB
253713011	0	162781005	O/E - ankle edema	1	2	en-US
253718019	0	162783008	O/E - leg oedema	1	2	en-GB
253719010	0	162783008	O/E - edema of legs	1	1	en-US
253720016	0	162783008	O/E - oedema of legs	1	1	en-GB
253721017	0	162783008	O/E - leg edema	1	2	en-US
